16,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,RÁDIO,"GUAÍBA FM - 101,3 * FM",92.662.139/0001-19,"R$ 2.140,82"
17,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,APLAUSO *,02.647.078/0001-28,"R$ 10.172,13"
18,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,BRAVO! (LFD PARTICIPACOES) *,73.732.273/0001-02,"R$ 66.603,20"
19,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,CARAS *,56.324.114/0001-41,"R$ 106.841,91"
20,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,CENÁRIO (EDITORA REVIEW) *,01.096.211/0001-32,"R$ 11.746,38"
21,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,ÉPOCA *,04.067.191/0001-60,"R$ 389.447,07"
22,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,ISTO É *,43.525.419/0001-70,"R$ 239.563,92"
23,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,MARKETING CULTURAL *,00.021.780/0001-56,"R$ 58.126,43"
24,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,PALAVRAS *,02.952.052/0001-93,"R$ 20.759,44"
25,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,VEJA *,44.597.052/0079-22,"R$ 771.109,36"
26,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,REVISTA,CÍRIOS DE NAZARE *,03.890.275/0001-36,"R$ 34.599,06"
27,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,McCANN-ERICKSON,TELEVISÃO,TVE BRASIL * 2,02.196.013/0001-03,"R$ 864.976,62"
28,ADMINISTRAÇÃO DIRETA,MIN. DA CULTURA,MULLEN LOWE BRASIL,JORNAL,HOJE EM DIA *,19.207.588/0001-87,"R$ 32.436,62"
29,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,A GAZETA (SUBSTITUIDO) *,05.378.153/0001-90,"R$ 18.046,87"
30,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,GAZETA DE ALAGOAS *,12.503.801/0001-59,"R$ 19.168,44"
31,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,A CRÍTICA *,04.354.908/0001-54,"R$ 59.480,98"
32,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,DIÁRIO DO AMAPÁ *,84.412.691/0001-20,"R$ 37.700,80"
33,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,A TARDE *,15.111.297/0001-30,"R$ 52.582,83"
34,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,DIÁRIO DO NORDESTE *,07.209.299/0001-38,"R$ 43.684,50"
35,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,CORREIO BRAZILIENSE *,00.001.172/0001-80,"R$ 84.851,44"
36,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,JORNAL DA ABM *,33.970.559/0001-01,"R$ 79.577,85"
37,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,JORNAL DE BRASÍLIA (SUBSTITUIDO) *,00.399.396/0001-91,"R$ 15.181,31"
38,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,A TRIBUNA *,27.065.150/0001-30,"R$ 16.287,86"
39,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O POPULAR *,01.536.754/0001-23,"R$ 35.035,29"
40,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O ESTADO DOMARANHÃO *,06.273.072/0001-99,"R$ 37.657,62"
41,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,ESTADO DE MINAS *,17.247.933/0001-80,"R$ 81.792,19"
42,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O TEMPO CONTAGEM *,26.198.515/0004-84,"R$ 33.261,81"
43,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,EDUCAR *,00.000.000/0000-00,"R$ 10.462,76"
44,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,FOLHA DOMEIO AMBIENTE *,33.515.438/0001-61,"R$ 38.058,97"
45,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,CORREIO DO ESTADO *,03.119.724/0001-47,"R$ 16.071,92"
46,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,A GAZETA *,06.167.347/0001-00,"R$ 29.353,85"
47,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O LIBERAL *,04.929.683/0001-17,"R$ 63.587,41"
48,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,CORREIO DA PARAÍBA *,09.111.832/0001-50,"R$ 42.440,60"
49,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,JORNAL DO COMMÉRCIO *,10.798.130/0001-75,"R$ 57.549,32"
50,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,MEIO NORTE *,00.361.945/0001-39,"R$ 31.338,45"
51,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,GAZETA DO POVO *,76.530.047/0001-29,"R$ 36.476,96"
52,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,FOLHA DIRIGIDA *,31.944.762/0001-70,"R$ 25.260,09"
53,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,JORNAL DO BRASIL (BAIXADO) *,04.289.390/0001-12,"R$ 123.688,06"
54,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O DIA *,33.216.797/0001-18,"R$ 102.335,73"
55,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O GLOBO (EDITORA GLOBO) *,04.067.191/0001-60,"R$ 300.260,37"
56,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,TRIBUNA DO NORTE *,08.272.908/0001-66,"R$ 23.981,30"
57,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O ESTADÃO *,04.608.436/0001-19,"R$ 25.215,87"
58,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,FOLHA DE BOA VISTA *,04.653.101/0001-12,"R$ 59.772,76"
59,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,CORREIO DO POVO *,92.757.798/0001-39,"R$ 23.583,24"
60,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,ZERO HORA *,92.821.701/0001-00,"R$ 51.301,76"
61,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,DIÁRIO CATARINENSE (RBS - ZERO HORA) *,92.821.701/0002-90,"R$ 35.926,28"
62,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,JORNAL DA CIDADE *,13.046.107/0001-12,"R$ 18.369,68"
63,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,DIÁRIO DE SÃO PAULO (INFOGLOBO) *,60.452.752/0049-60,"R$ 94.374,49"
64,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,FOLHA DE S. PAULO *,60.579.703/0001-48,"R$ 330.275,61"
65,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,JORNAL,O ESTADO DE S. PAULO *,61.533.949/0001-41,"R$ 402.440,82"
66,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,MÍDIA EXTERIOR DIGITAL,ALÔ GRATIS *,00.000.000/0000-00,"R$ 89.698,08"
67,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,CIÊNCIA HOJE *,05.197.970/0001-42,"R$ 51.898,60"
68,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,CORREIO DOS ESTADOS E MUNICÍPIOS - JN *,02.834.700/0001-07,"R$ 24.219,35"
69,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,EDUCAÇÃO *,65.698.516/0001-05,"R$ 41.518,88"
70,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,JUBILEU 500 *,03.890.275/0001-36,"R$ 12.974,65"
71,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,MAIS BRASIL *,03.773.572/0001-00,"R$ 27.679,25"
72,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,REVISTA,TOQUE A TOQUE *,31.109.564/0001-90,"R$ 20.759,44"
73,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,CNT CURITIBA * 6,77.237.733/0001-79,"R$ 13.493,64"
74,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE BANDEIRANTES * 13,60.509.239/0001-13,"R$ 62.278,32"
75,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE GLOBO *,27.865.757/0033-81,"R$ 1.148.623,21"
76,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE MULHER (REDE MULHER) *,02.344.518/0001-78,"R$ 6.089,44"
77,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE RECORD *,60.628.369/0001-75,"R$ 339.290,71"
78,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE SBT *,45.039.237/0001-14,"R$ 562.874,19"
79,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE TV! * 9,02.131.538/0001-60,"R$ 88.957,66"
80,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,ADAG,TELEVISÃO,REDE VIDA *,61.413.092/0001-26,"R$ 24.219,35"
81,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 26.987,27"
82,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 38.750,95"
83,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 62.278,32"
84,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 129.538,90"
85,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 48.577,09"
86,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 67.468,18"
87,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 40.480,91"
88,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 121.442,72"
89,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 62.278,32"
90,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 80.961,81"
91,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 26.987,27"
92,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 81.764,51"
93,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 48.577,09"
94,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 40.480,91"
95,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 31.969,54"
96,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 93.417,47"
97,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,MARKET ADS *,01.866.410/0001-82,"R$ 62.278,32"
98,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 129.538,90"
99,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 45.338,61"
100,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 140.126,21"
101,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,PROMOCINE PUBLICIDADE *,33.497.660/0001-89,"R$ 48.577,09"
102,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 62.278,32"
103,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 26.987,27"
104,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 77.847,90"
105,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 35.844,63"
106,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 77.847,90"
107,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 93.417,47"
108,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,KINOMAXX *,01.662.177/0001-16,"R$ 607.213,59"
109,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,REDE HOLMS *,01.343.556/0001-43,"R$ 121.442,72"
110,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,CINEMA,UCI *,01.662.177/0001-16,"R$ 136.015,84"
111,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,RADCAL *,37.993.037/0001-78,"R$ 48.438,69"
112,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,EXTRA (BAIXADO) *,00.396.253/0001-26,"R$ 51.898,60"
113,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,FOLHA DIRIGIDA *,31.944.762/0001-70,"R$ 13.115,81"
114,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,JORNAL DO BRASIL (BAIXADO) *,04.289.390/0001-12,"R$ 571.984,82"
115,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,JORNAL DO COMMÉRCIO *,33.267.642/0001-00,"R$ 470.658,69"
116,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,O DIA *,33.216.797/0001-18,"R$ 95.701,01"
117,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,O GLOBO (EDITORA GLOBO) *,04.067.191/0001-60,"R$ 164.892,22"
118,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,FOLHA DE S. PAULO *,60.579.703/0001-48,"R$ 146.769,23"
119,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,JORNAL,O ESTADO DE S. PAULO *,61.533.949/0001-41,"R$ 151.164,59"
120,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,VISUAL OUTDOOR *,84.328.731/0001-50,"R$ 15.417,34"
121,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,ART VISUAL *,09.339.979/0001-00,"R$ 7.708,67"
122,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,JATIÚCA OUTDOOR *,35.738.483/0001-00,"R$ 15.417,34"
123,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,LUX OUTDOOR *,09.326.166/0001-77,"R$ 23.126,01"
124,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,ART TOTAL PRODUÇÕES *,14.183.859/0001-98,"R$ 3.083,47"
125,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,CENTURY *,01.610.361/0001-12,"R$ 15.417,34"
126,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,DATA OUTDOOR *,34.524.520/0001-15,"R$ 3.083,47"
127,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,DECORPRINT *,34.491.449/0001-11,"R$ 3.083,47"
128,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,MANIA *,84.529.759/0001-56,"R$ 3.083,47"
129,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PLANO *,15.766.207/0001-49,"R$ 3.083,47"
130,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,RM -MÍDIA *,15.746.829/0001-05,"R$ 15.417,34"
131,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,A. LINHARES *,15.113.491/0001-54,"R$ 24.182,67"
132,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,IMPACTO *,14.560.155/0001-97,"R$ 46.166,92"
133,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,LOCAL *,14.823.124/0002-62,"R$ 8.793,70"
134,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PONTO OUTDOOR *,13.615.778/0001-57,"R$ 8.793,70"
135,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,BANDEIRANTES OUTDOOR *,06.750.673/0001-45,"R$ 32.661,52"
136,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,CARTAZ *,73.486.268/0001-59,"R$ 4.899,23"
137,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,DIVULCART *,63.479.984/0001-55,"R$ 32.661,52"
138,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,EXIBIDOOR *,06.571.178/0001-79,"R$ 8.165,38"
139,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,VISÃO OUTDOOR *,00.082.863/0001-55,"R$ 3.266,15"
140,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,BRASÍLIA PAINÉIS *,00.598.839/0001-73,"R$ 13.875,61"
141,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,IMAGEM GO *,00.100.727/0001-40,"R$ 4.625,20"
142,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,LOSANGO PAINÉIS *,37.078.417/0001-87,"R$ 10.792,14"
143,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PLANALTO PAINÉIS *,26.418.269/0001-86,"R$ 9.250,41"
144,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,MAELY *,27.419.126/0001-51,"R$ 8.165,38"
145,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PLACAR PLACAS E CARTAZES *,01.025.190/0001-64,"R$ 16.330,76"
146,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PONTO DE PROPAGANDA *,27.312.388/0001-12,"R$ 16.330,76"
147,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,ESTILO PAINÉIS *,00.736.126/0001-29,"R$ 6.166,94"
148,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,GOIÂNIA PAINÉIS *,02.872.000/0001-07,"R$ 9.250,41"
149,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,IMAGEM GO *,00.100.727/0001-40,"R$ 26.209,48"
150,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,PLANALTO PAINÉIS *,26.418.269/0001-86,"R$ 4.625,20"
151,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,ARTE PAINÉL *,01.003.356/0001-41,"R$ 12.333,87"
152,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,MARANHENSE *,41.480.351/0001-24,"R$ 33.918,16"
153,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,GRAN BH OUTDOOR *,16.888.240/0001-04,"R$ 27.762,29"
154,ADMINISTRAÇÃO DIRETA,MIN. DA EDUCAÇÃO,J.W.THOMPSON,MÍDIA EXTERIOR,LOVER *,20.249.595/0002-01,"R$ 8.165,38"
